Book0000030216;2023/07/21;2023/07/24;MatiBarros;49;367.200
Book0000030215;2023/07/21;2023/07/22;GonçalMorais405;50;122.400
Book0000030214;2023/07/21;2023/07/22;YasmMarques;51;122.400
Book0000030212;2023/07/21;2023/07/25;LetíciRamos;51;489.600
Book0000030209;2023/07/21;2023/07/23;KyaraLoureiro;52;244.800
Book0000030202;2023/07/21;2023/07/22;ÂngelSoares591;52;122.400
Book0000030190;2023/07/21;2023/07/24;AlíciRodrigues1752;52;367.200
Book0000030185;2023/07/21;2023/07/22;AndrRocha214;51;122.400
Book0000030179;2023/07/21;2023/07/24;ÂngelCastro199;49;367.200
Book0000030177;2023/07/21;2023/07/25;LoureTeixeira-Garcia;49;489.600
Book0000027577;2023/07/18;2023/07/22;HeleReis856;50;489.600
Book0000027572;2023/07/18;2023/07/21;AVieira;49;367.200
Book0000027562;2023/07/18;2023/07/20;LuaNascimento;52;244.800
Book0000027561;2023/07/18;2023/07/22;ABaptista534;50;489.600
Book0000027553;2023/07/18;2023/07/20;NoAmaral;52;244.800
Book0000027549;2023/07/18;2023/07/21;JoaquCastro;52;367.200
Book0000027547;2023/07/18;2023/07/20;EmFerreira1449;49;244.800
Book0000027536;2023/07/18;2023/07/21;FernandBrito-Batista1184;49;367.200
Book0000027519;2023/07/18;2023/07/20;CarloCoelho1939;52;244.800
Book0000027518;2023/07/18;2023/07/19;LucGomes-Alves;51;122.400
Book0000027511;2023/07/18;2023/07/19;EdMiranda-Santos;51;122.400
Book0000029248;2023/06/17;2023/06/21;EmanNeves1722;51;489.600
Book0000029243;2023/06/17;2023/06/18;SorAndrade;52;122.400
Book0000029236;2023/06/17;2023/06/20;JaimLoureiro;51;367.200
Book0000029225;2023/06/17;2023/06/18;LeanGonçalves864;51;122.400
Book0000029221;2023/06/17;2023/06/18;LucaLeite;52;122.400
Book0000029220;2023/06/17;2023/06/20;ClaCosta180;50;367.200
Book0000029214;2023/06/17;2023/06/19;CaeTeixeira1092;49;244.800
Book0000029212;2023/06/17;2023/06/19;KevVicente;49;244.800
Book0000029210;2023/06/17;2023/06/18;WiRamos-Baptista609;51;122.400
Book0000029209;2023/06/17;2023/06/20;FraPaiva2012;50;367.200
Book0000029205;2023/06/17;2023/06/19;LuanTorres770;52;244.800
Book0000029204;2023/06/17;2023/06/19;SalomLopes800;49;244.800
Book0000029193;2023/06/17;2023/06/21;JLeite;52;489.600
Book0000029187;2023/06/17;2023/06/18;EduaRodrigues;52;122.400
Book0000018588;2023/06/09;2023/06/12;RenPires-Simões279;51;367.200
Book0000018586;2023/06/09;2023/06/11;GustaCruz1583;49;244.800
Book0000018585;2023/06/09;2023/06/12;VictórMaia;52;367.200
Book0000018584;2023/06/09;2023/06/12;VicenAlmeida;50;367.200
Book0000018573;2023/06/09;2023/06/11;DiaMachado1467;50;244.800
Book0000018565;2023/06/09;2023/06/11;Alícia-VitóMartins1482;50;244.800
Book0000018561;2023/06/09;2023/06/12;NicolPinto638;49;367.200
Book0000018554;2023/06/09;2023/06/10;ÉAlmeida25;49;122.400
Book0000018547;2023/06/09;2023/06/11;MaNeto;50;244.800
Book0000000990;2023/05/10;2023/05/12;GabrielLopes321;50;244.800
Book0000000982;2023/05/10;2023/05/14;CaeMelo;51;489.600
Book0000000967;2023/05/10;2023/05/12;GustavPinto-Lopes;52;244.800
Book0000000966;2023/05/10;2023/05/12;PatríCruz;50;244.800
Book0000000965;2023/05/10;2023/05/14;DiPacheco;51;489.600
Book0000000964;2023/05/10;2023/05/12;MAlmeida1906;51;244.800
Book0000000952;2023/05/10;2023/05/12;HeleGomes1652;51;244.800
Book0000000939;2023/05/10;2023/05/14;ELeite;49;489.600
Book0000022212;2023/05/02;2023/05/06;ViolSousa;51;489.600
Book0000022210;2023/05/02;2023/05/03;PeNascimento;52;122.400
Book0000022203;2023/05/02;2023/05/04;RenatCastro;50;244.800
Book0000022201;2023/05/02;2023/05/03;EPinheiro1303;49;122.400
Book0000022197;2023/05/02;2023/05/03;ÉrVieira536;52;122.400
Book0000022181;2023/05/02;2023/05/04;PetTeixeira-Cruz;51;244.800
Book0000022179;2023/05/02;2023/05/03;MaPaiva;49;122.400
Book0000022168;2023/05/02;2023/05/04;VLima;49;244.800
Book0000022167;2023/05/02;2023/05/06;DiMaia1631;50;489.600
Book0000022162;2023/05/02;2023/05/06;MelisMiranda;51;489.600
Book0000005897;2023/04/11;2023/04/12;SimCorreia-Castro669;52;122.400
Book0000005891;2023/04/11;2023/04/13;DiMota-Batista713;51;244.800
Book0000005876;2023/04/11;2023/04/14;JoaMoreira;51;367.200
Book0000005861;2023/04/11;2023/04/14;HLima131;51;367.200
Book0000005854;2023/04/11;2023/04/15;SaMartins1474;49;489.600
Book0000005853;2023/04/11;2023/04/14;JulianRocha1294;50;367.200
